User-ID,ISBN,Book-Rating,Book-Rating_5
278418,1551664372,0,0
278418,1551664496,0,0
278418,1551664844,0,0
278418,1551665026,0,0
278418,1551665069,0,0
278418,1551665549,0,0
278418,1551665646,0,0
278418,1551665859,0,0
278418,1551666243,0,0
278418,1551668122,0,0
278418,1551668270,0,0
278418,1551668645,0,0
278418,155166884X,0,0
278418,1555913172,0,0
278418,1556113331,0,0
278418,155661585X,0,0
278418,1557489335,0,0
278418,1558176128,0,0
278418,155921001X,0,0
278418,1559587032,0,0
278418,1560250089,0,0
278418,1561441635,0,0
278418,1561447374,0,0
278418,156144751X,0,0
278418,1561560286,0,0
278418,1561792578,0,0
278418,1562054988,0,0
278418,1562470795,0,0
278418,1562820516,0,0
278418,1562925539,0,0
278418,1564024539,0,0
278418,1564143864,0,0
278418,1564143880,0,0
278418,1564762033,0,0
278418,1565656881,0,0
278418,1565923766,0,0
278418,1565924827,0,0
278418,1567312187,0,0
278418,1568843208,0,0
278418,1569751544,3,1.5
278418,1570360642,0,0
278418,1570541930,0,0
278418,1570640467,0,0
278418,1570642567,0,0
278418,1572312262,0,0
278418,1572313730,0,0
278418,1572315652,0,0
278418,1572970014,0,0
278418,1572970928,0,0
278418,1572970987,0,0
278418,1572971835,0,0
278418,1572972416,0,0
278418,1575660962,0,0
278418,1575842955,0,0
278418,1576101908,0,0
278418,157610236X,0,0
278418,1576737160,0,0
278418,1576738825,0,0
278418,1576750205,0,0
278418,157719084X,0,0
278418,1578400848,0,0
278418,1580622127,0,0
278418,1584850167,0,0
278418,1586603973,0,0
278418,1852423870,0,0
278418,1853260053,0,0
278418,1853260215,0,0
278418,1853260347,0,0
278418,185326072X,0,0
278418,1853262080,0,0
278418,1873982666,0,0
278418,1878093312,0,0
278418,1879941252,0,0
278418,1883672236,0,0
278418,1885167180,0,0
278418,1885222998,0,0
278418,1892083043,0,0
278462,074347676X,0,0
278503,1400034779,0,0
278506,1576735729,0,0
278506,1576737330,0,0
278524,020140964X,10,5
278529,031284879X,7,3.5
278534,044900371X,6,3
278535,038079943X,8,4
278535,042511774X,0,0
278535,044022103X,0,0
278536,1880032422,0,0
278543,1576734218,5,2.5
278545,1887166092,8,4
278563,3257233086,5,2.5
278563,3442092981,0,0
278563,3548252486,0,0
278582,055327239X,8,4
278582,076534503X,0,0
278582,1400034779,10,5
278582,1555971792,0,0
278597,1401300057,9,4.5
278633,014028009X,2,1
278633,1558745157,0,0
278633,1562477536,0,0
278633,1562477544,7,3.5
278633,1896095186,5,2.5
278637,2020239264,0,0
278637,202054296X,7,3.5
278637,2020581167,7,3.5
278637,2070301028,0,0
278637,2264027134,0,0
278637,2877304892,7,3.5
278641,1550741195,7,3.5
278641,155166884X,0,0
278663,044023574X,7,3.5
278665,3499221918,0,0
278675,2070422089,0,0
278694,074341022X,8,4
278777,1583225366,5,2.5
278832,155874262X,10,5
278838,068813419X,0,0
278838,078691355X,0,0
278843,014028009X,8,4
278843,082301200X,6,3
278843,1551664933,0,0
278843,1561580880,7,3.5
278843,158062748X,0,0
278851,020148837X,0,0
278851,1558531025,8,4
278854,042516098X,7,3.5
8,080652121X,0,0
8,1558746218,0,0
8,1575663937,6,3
8,1881320189,7,3.5
12,1879384493,10,5
22,3442410665,0,0
32,038078243X,0,0
32,055321215X,0,0
36,067176537X,0,0
44,042518630X,0,0
67,042511774X,0,0
69,1853260053,8,4
75,1558531025,5,2.5
83,087113375X,7,3.5
99,067976397X,0,0
183,2070567842,8,4
183,8476409419,8,4
207,044651747X,0,0
228,039575514X,9,4.5
242,3257233051,9,4.5
243,038076654X,0,0
243,042511774X,0,0
243,044023722X,7,3.5
243,051512219X,0,0
243,051513290X,0,0
243,140003180X,0,0
243,155874262X,5,2.5
244,155874262X,6,3
244,1558744150,6,3
254,006000438X,0,0
254,014028009X,0,0
254,014100018X,0,0
254,014230218X,0,0
254,034543014X,0,0
254,034543191X,0,0
254,037326240X,0,0
254,037370951X,0,0
254,038097827X,8,4
254,038533348X,0,0
254,043935806X,0,0
254,044018293X,0,0
254,051510521X,0,0
254,051512317X,0,0
254,051513287X,0,0
254,059043893X,0,0
254,067976402X,0,0
254,080410753X,0,0
254,086140324X,0,0
254,088396452X,0,0
254,1551660237,0,0
254,155166500X,0,0
254,1551667894,0,0
254,1551667959,0,0
254,1556520743,9,4.5
254,1563892464,0,0
254,1563895730,9,4.5
254,1565041992,0,0
254,156971620X,9,4.5
254,1573226882,0,0
254,1583140379,0,0
254,1592571301,0,0
254,1931081727,9,4.5
256,044023722X,8,4
257,1573225487,8,4
300,038081840X,5,2.5
323,1575843366,5,2.5
334,1573228737,8,4
345,067153484X,6,3
361,8484509141,4,2
362,1559703237,0,0
383,067103619X,0,0
384,156718796X,0,0
384,1862047626,0,0
388,006101351X,6,3
388,039456894X,8,4
388,1573225126,5,2.5
388,1579651658,8,4
388,1878424319,7,3.5
392,8478097732,0,0
408,044021145X,0,0
408,074345829X,0,0
413,1569471096,0,0
446,039914739X,3,1.5
446,051762639X,0,0
446,081296666X,5,2.5
446,1877727083,8,4
460,8845229041,3,1.5
460,887641486X,8,4
472,080521061X,9,4.5
487,039914739X,0,0
487,080213825X,0,0
496,055356451X,8,4
503,068484267X,10,5
503,1558743669,10,5
505,006017143X,9,4.5
505,038549825X,8,4
505,042517736X,7,3.5
505,067170124X,0,0
507,014029628X,0,0
507,043912042X,0,0
507,055357695X,7,3.5
507,067102406X,0,0
507,067144378X,0,0
507,068484267X,0,0
507,068815252X,0,0
507,080411952X,0,0
507,1400077826,0,0
507,1557733856,7,3.5
507,1557734909,7,3.5
507,193072229X,0,0
566,006015781X,0,0
567,1573229148,0,0
595,1576737357,7,3.5
619,015600710X,8,4
619,193156146X,9,4.5
625,2070417743,9,4.5
625,2253004022,9,4.5
625,225300670X,0,0
625,2266029460,10,5
625,229000510X,0,0
625,2290314951,0,0
626,3492207006,10,5
638,039304016X,0,0
638,039914739X,0,0
638,052594463X,9,4.5
638,067972768X,10,5
638,1570717257,9,4.5
643,1841950521,9,4.5
643,1841952931,8,4
643,1842151053,0,0
643,185479549X,8,4
643,1858813093,7,3.5
643,2070375609,0,0
643,2070375722,0,0
643,2253001457,8,4
643,2253002895,7,3.5
643,2253006866,8,4
643,2253037796,7,3.5
643,2253043974,8,4
643,2253140872,8,4
643,2253148539,8,4
643,2253170127,7,3.5
643,2253170372,8,4
643,2264009306,0,0
651,1555834531,0,0
651,1555835953,0,0
651,156341029X,8,4
651,1563411148,6,3
651,1886383421,4,2
651,1888451084,7,3.5
660,1573229571,8,4
685,039914370X,7,3.5
695,1884777805,8,4
707,039457513X,5,2.5
709,015216250X,10,5
709,068983585X,0,0
711,185424597X,0,0
720,080901582X,0,0
728,039914563X,0,0
728,1928791107,0,0
735,1551660016,10,5
739,1558505377,9,4.5
741,044132231X,8,4
741,1551668785,0,0
746,014036336X,8,4
753,1585007366,10,5
757,034538184X,8,4
774,055321313X,8,4
777,1590520777,0,0
778,039914739X,10,5
790,1551662744,0,0
805,038001503X,10,5
805,039592720X,9,4.5
805,158574218X,0,0
805,1859671500,0,0
809,1590520653,0,0
809,1590521994,0,0
811,3446202218,0,0
843,006019491X,8,4
850,3442248922,0,0
853,034545829X,9,4.5
882,044022425X,0,0
882,051509465X,9,4.5
882,067081976X,0,0
882,067976402X,10,5
882,068713286X,0,0
882,1571740252,0,0
882,1904301088,0,0
885,015644450X,0,0
899,3453199766,8,4
899,3499108518,0,0
901,014018371X,0,0
914,3453132262,0,0
924,2264030542,8,4
929,044100962X,4,2
929,055321313X,0,0
929,067163884X,7,3.5
929,067168390X,0,0
929,1895383129,7,3.5
981,051513399X,0,0
989,039914739X,0,0
989,1569471800,0,0
1021,1570362084,10,5
1025,000636988X,9,4.5
1025,068484267X,9,4.5
1054,1400034779,8,4
1057,038533303X,6,3
1063,1558506454,8,4
1075,1400034779,5,2.5
1082,1558744606,10,5
1083,014131088X,10,5
1083,043909013X,9,4.5
1083,044023767X,10,5
1083,080410753X,7,3.5
1087,155643152X,0,0
1095,3821807059,0,0
1098,031227999X,7,3.5
1116,006109594X,7,3.5
1116,031298250X,4,2
1123,2894850743,0,0
1129,014025448X,7,3.5
1129,1400034779,0,0
1129,1400062888,3,1.5
1129,1558612815,9,4.5
1129,1931520038,10,5
1137,8481301132,7,3.5
1155,006101253X,7,3.5
1167,038533656X,5,2.5
1172,3453151933,10,5
1178,014056232X,10,5
1192,037348397X,0,0
1192,1583140352,0,0
1211,2070375161,7,3.5
1211,2070412571,8,4
1211,2070417700,6,3
1211,2207252000,8,4
1211,2253004898,8,4
1211,2253009164,8,4
1211,2264027681,9,4.5
1211,2264028815,9,4.5
1211,2266000489,8,4
1211,2266022504,8,4
1211,2266128566,0,0
1211,2290314110,6,3
1211,273811167X,7,3.5
1219,082176828X,6,3
1248,1558534245,10,5
1248,1860462995,10,5
1252,031231616X,8,4
1254,089480829X,10,5
1264,1551669501,0,0
1294,037348285X,8,4
1314,881787017X,0,0
1355,1931646384,9,4.5
1360,157566559X,7,3.5
1376,042517736X,7,3.5
1395,034543076X,0,0
1395,193072229X,10,5
1399,037542217X,9,4.5
1409,042517736X,9,4.5
1412,089587198X,7,3.5
1412,1555973981,0,0
1424,014100374X,0,0
1424,033036197X,6,3
1424,039914255X,7,3.5
1424,076790382X,0,0
1424,1400075637,0,0
1424,156849663X,0,0
1424,1573229865,0,0
1424,1590171012,0,0
1424,1841955469,7,3.5
1424,1853260657,0,0
1424,1853266159,0,0
1435,039588408X,0,0
1435,044023722X,0,0
1435,068484267X,8,4
1435,074345300X,0,0
1435,080410753X,10,5
1435,155874262X,10,5
1435,1558850945,0,0
1435,1560796626,0,0
1435,1575664550,0,0
1435,1893910245,3,1.5
1435,1932270329,6,3
1436,155143234X,0,0
1473,1587991039,10,5
1499,1931412677,6,3
1530,044023722X,8,4
1535,006017935X,7,3.5
1535,067976402X,10,5
1548,006093395X,6,3
1548,037541181X,7,3.5
1548,076790351X,0,0
1555,1582970262,0,0
1556,1566091446,5,2.5
1582,1569314195,10,5
1591,3257228007,10,5
1597,067169071X,7,3.5
1608,042513301X,0,0
1608,044023722X,0,0
1610,1570719586,0,0
1615,3492232981,10,5
1643,1863714081,0,0
1652,038080350X,0,0
1652,1931561281,5,2.5
1660,089480829X,7,3.5
1674,006015456X,0,0
1674,061830245X,0,0
1688,051512902X,5,2.5
1696,8420401153,8,4
1719,1569470901,5,2.5
1725,8466300708,0,0
1725,8466307982,7,3.5
1733,037324522X,0,0
1733,038075620X,0,0
1733,038076735X,7,3.5
1733,044652767X,0,0
1733,050552435X,10,5
1733,051513287X,9,4.5
1733,067179793X,5,2.5
1733,1551664348,7,3.5
1733,155166450X,8,4
1733,1551664690,0,0
1733,1551665794,7,3.5
1733,1551666200,9,4.5
1733,1551669404,6,3
1770,8466302263,0,0
1792,155874262X,8,4
1797,2253001279,0,0
1797,2253047422,0,0
1797,2277238929,0,0
1805,9500703203,7,3.5
1807,3453099613,3,1.5
1812,1551666189,0,0
1812,1579213405,6,3
1846,2070419878,10,5
1848,1929194196,10,5
1848,477001970X,9,4.5
1881,080410882X,4,2
1891,1577487370,7,3.5
1900,006251119X,7,3.5
1900,156836010X,0,0
1903,014118485X,0,0
1903,038531809X,0,0
1903,039472903X,0,0
1903,044021145X,0,0
1903,044022330X,6,3
1903,061819729X,0,0
1903,067162248X,10,5
1903,068815252X,3,1.5
1903,073520313X,0,0
1903,074343627X,0,0
1903,1561703753,0,0
1903,1565122798,0,0
1903,1565840968,6,3
1903,1570623449,0,0
1903,1572241381,0,0
1903,157322829X,10,5
1903,1573228583,0,0
1903,1573922110,10,5
1903,1840460431,0,0
1903,1840463503,0,0
1903,1852424214,0,0
1903,185788292X,9,4.5
1903,1904048145,0,0
1918,1841492086,8,4
1923,1860467776,0,0
1928,1563521024,5,2.5
2009,1555910408,8,4
2010,1552976246,2,1
2024,1555831753,5,2.5
2024,1560238763,8,4
2024,1565842103,8,4
2030,006251279X,10,5
2030,067084487X,10,5
2030,093077356X,0,0
2030,1561706213,10,5
2030,1561707236,10,5
2030,1563054671,10,5
2030,1577310454,10,5
2030,1577311868,10,5
2030,1880032627,10,5
2030,1882591275,5,2.5
2033,030768993X,0,0
2033,043935806X,9,4.5
2033,051513628X,6,3
2033,1556432151,10,5
2033,1558506438,9,4.5
2033,1559274581,7,3.5
2033,156402976X,0,0
2036,1573229326,9,4.5
2038,038072930X,8,4
2041,068483376X,1,0.5
2041,068484270X,5,2.5
2046,042517736X,0,0
2084,8420443026,8,4
2084,8484509125,6,3
2106,081297106X,6,3
2110,015216250X,8,4
2110,037361490X,5,2.5
2110,037364292X,7,3.5
2110,038071907X,0,0
2110,051512463X,8,4
2110,059046597X,0,0
2110,059046678X,10,5
2110,067166865X,10,5
2110,1558504184,8,4
2110,1567187293,0,0
2115,044021145X,0,0
2132,038081479X,0,0
2132,1551665964,0,0
2132,1551666766,8,4
2132,1551668424,8,4
2132,1551668521,0,0
2132,1551668920,0,0
2132,1551669463,0,0
2134,1556590415,6,3
2136,039304856X,0,0
2150,1563524317,0,0
2152,037542217X,7,3.5
2179,051513287X,0,0
2179,1565926994,8,4
2179,1565927206,0,0
2179,1568650418,0,0
2179,1931836876,9,4.5
2189,2070423158,9,4.5
2189,2253182389,7,3.5
2189,2742702458,0,0
2197,1550223968,8,4
2222,014018869X,9,4.5
2222,189251415X,8,4
2224,2070374637,7,3.5
2238,034536662X,10,5
2276,006109918X,0,0
2276,031209261X,10,5
2276,034528643X,8,4
2276,044921852X,9,4.5
2276,088950900X,3,1.5
2276,089529768X,8,4
2276,1551668467,0,0
2276,1556111401,6,3
2276,1556522347,8,4
2276,1559723009,10,5
2276,1570671273,0,0
2276,1893224902,10,5
2276,3257229534,0,0
2288,034539657X,0,0
2288,037327369X,0,0
2288,037329168X,0,0
2288,1551666685,0,0
2288,1593100825,0,0
2288,1593101678,0,0
2295,156836010X,0,0
2313,034545104X,5,2.5
2313,1558850481,6,3
2316,042517736X,0,0
2324,038079893X,0,0
2333,1878067745,0,0
2354,014131088X,8,4
2358,006109398X,0,0
2358,037570387X,0,0
2403,1575663104,0,0
2406,3442450144,0,0
2417,051513290X,7,3.5
2437,042518238X,0,0
2437,051512317X,7,3.5
2439,080215185X,9,4.5
2442,8806155873,8,4
2442,8885989403,0,0
2499,080213825X,5,2.5
2503,1400034779,7,3.5
2504,048640076X,4,2
2515,8466307982,7,3.5
2545,3548603203,0,0
2549,2020482363,7,3.5
2549,2253057835,6,3
2549,2264027754,0,0
2549,2264032189,0,0
2550,052594527X,10,5
2565,1558743669,10,5
2597,006018700X,8,4
2599,8433966111,0,0
2622,030681188X,10,5
2622,088064219X,8,4
2719,038072345X,5,2.5
2729,881787017X,0,0
2731,1580173144,0,0
2738,8845909840,0,0
2766,014027684X,0,0
2766,014034294X,9,4.5
2766,014100018X,0,0
2766,039922405X,9,4.5
2766,044048474X,7,3.5
2766,048626968X,0,0
2766,067976402X,0,0
2766,1550548913,0,0
2766,155661456X,0,0
2766,1556616120,0,0
2766,1561797464,10,5
2766,1562470752,0,0
2766,1562471171,8,4
2766,156247751X,0,0
2766,1565073541,0,0
2766,1565121562,0,0
2766,1565122062,0,0
2766,1566840287,7,3.5
2766,1567184855,0,0
2766,1570361975,0,0
2766,1576734013,8,4
2766,1576737284,9,4.5
2766,1576738590,0,0
2766,1584850167,0,0
2766,1890437557,7,3.5
2776,1558744630,8,4
2790,038533348X,10,5
2790,1573222623,0,0
2793,051513628X,0,0
2793,1401301061,0,0
2793,1551661519,0,0
2793,1559278374,8,4
2793,1564969630,8,4
2793,1565111273,9,4.5
2793,1931499403,8,4
2798,055357230X,0,0
2799,1890159018,7,3.5
2853,006016185X,0,0
2859,015600710X,5,2.5
2882,1573247022,0,0
2885,055315754X,0,0
2891,037540273X,0,0
2891,039597707X,7,3.5
2891,044900483X,9,4.5
2891,051512088X,0,0
2891,067084134X,0,0
2891,067976402X,0,0
2891,140003065X,9,4.5
2891,1400032717,8,4
2891,1570613028,0,0
2891,1573222453,0,0
2891,1573226106,0,0
2891,1573247022,0,0
2891,1583224890,0,0
2891,1589880013,7,3.5
2891,158988003X,0,0
2891,1593080549,0,0
2891,1885266480,0,0
2893,8420448583,6,3
2893,8475966519,7,3.5
2906,2266083309,0,0
2906,2883531714,0,0
2907,044023722X,5,2.5
2935,1582430748,5,2.5
